,frame,x [nm],y [nm],Photon #,Sigma [nm]
2742,22.0,54136.85,18591.48,163,104.41
2743,22.0,54236.41,11890.43,1228,126.54
2744,23.0,661.64,43724.18,156,104.62
2745,23.0,818.86,52194.07,166,106.43
2746,23.0,861.48,51488.92,434,111.26
2747,23.0,1422.84,46354.4,2327,124.35
2748,23.0,1792.47,37543.15,189,98.24
2749,23.0,2240.45,11646.61,353,108.67
2750,23.0,2603.49,54160.92,1090,125.72
2751,23.0,2833.14,23983.38,927,127.31
2752,23.0,3085.2,33092.93,378,126.63
2753,23.0,3319.97,20015.57,177,113.55
2754,23.0,3839.72,32111.62,433,105.45
2755,23.0,4211.09,25444.76,394,130.22
2756,23.0,4828.11,42531.78,147,95.35
2757,23.0,5766.91,36258.09,437,144.48
2758,23.0,5970.24,32771.87,156,91.98
2759,23.0,6272.71,6971.84,184,136.16
2760,23.0,6393.67,30225.53,338,127.49
2761,23.0,7065.59,34213.54,847,109.71
2762,23.0,7179.11,20430.14,264,110.31
2763,23.0,7276.54,27438.08,238,120.05
2764,23.0,7414.69,30629.96,218,116.1
2765,23.0,7507.12,50592.25,638,137.2
2766,23.0,7752.89,45139.72,186,106.73
2767,23.0,8051.93,44658.09,359,121.92
2768,23.0,8223.76,18335.65,404,119.04
2769,23.0,8378.37,49459.9,265,104.52
2770,23.0,8641.06,15293.61,325,103.5
2771,23.0,8860.74,51857.32,274,100.33
2772,23.0,10127.73,33392.71,454,118.53
2773,23.0,11721.9,12074.48,183,112.54
2774,23.0,12269.42,16256.45,772,133.48
2775,23.0,12588.14,48753.0,1025,114.27
2776,23.0,13124.81,16053.09,1085,117.55
2777,23.0,13294.72,36516.55,609,117.88
2778,23.0,13683.93,48367.3,571,107.6
2779,23.0,13842.07,49675.7,636,116.2
2780,23.0,14550.86,16853.95,2470,134.56
2781,23.0,14685.33,46763.31,582,122.79
2782,23.0,14997.21,50206.45,293,121.43
2783,23.0,15413.75,48058.15,275,128.41
2784,23.0,15767.39,44158.06,705,118.75
2785,23.0,16294.27,3500.08,411,145.08
2786,23.0,17575.35,22544.28,888,130.85
2787,23.0,17979.86,52520.12,608,108.95
2788,23.0,17987.48,11555.11,1111,119.73
2789,23.0,18035.28,26675.12,995,134.97
2790,23.0,18039.18,45202.12,305,101.0
2791,23.0,18475.47,4500.37,289,151.78
2792,23.0,18654.91,18340.27,223,142.87
2793,23.0,20045.16,16009.78,644,126.38
2794,23.0,20139.0,15371.72,814,110.69
2795,23.0,20804.89,17202.85,281,147.41
2796,23.0,20986.31,43610.84,165,85.81
2797,23.0,21456.67,30867.77,2030,122.06
2798,23.0,22077.34,27810.92,476,151.26
2799,23.0,23112.3,37167.44,192,110.82
2800,23.0,23220.6,31493.51,814,124.91
2801,23.0,25320.56,11452.71,283,147.36
2802,23.0,25720.17,35268.18,218,136.28
2803,23.0,25879.4,39193.29,417,120.38
2804,23.0,26608.15,19301.55,299,122.28
2805,23.0,26632.64,37746.8,1106,131.87
2806,23.0,26762.5,34643.44,991,111.68
2807,23.0,26891.74,35814.69,715,130.91
2808,23.0,27095.02,44292.84,284,111.97
2809,23.0,27105.96,26950.45,840,127.05
2810,23.0,27211.45,30279.51,650,117.73
2811,23.0,28472.98,5968.14,125,103.68
2812,23.0,28862.58,48958.58,179,84.11
2813,23.0,31348.92,52850.03,633,129.11
2814,23.0,31599.71,1820.73,277,144.63
2815,23.0,31857.28,21417.12,1137,138.86
2816,23.0,33262.89,12177.83,865,108.55
2817,23.0,33379.49,10070.69,1029,129.67
2818,23.0,33470.6,41805.59,1897,116.71
2819,23.0,33577.56,28637.88,1171,126.0
2820,23.0,34318.55,39855.92,216,138.96
2821,23.0,35149.55,31650.78,183,91.05
2822,23.0,35767.74,2357.16,1630,130.22
2823,23.0,36507.2,36300.85,1191,131.36
2824,23.0,36684.43,34833.31,1515,130.76
2825,23.0,37363.38,53423.37,118,74.06
2826,23.0,37450.12,25845.37,328,146.61
2827,23.0,37469.6,39887.89,549,140.94
2828,23.0,38366.54,37455.26,143,100.82
2829,23.0,38468.04,53597.98,741,116.31
2830,23.0,39649.33,36272.91,743,130.87
2831,23.0,40915.26,53360.85,579,113.15
2832,23.0,41331.84,44894.06,207,103.64
2833,23.0,42124.4,11943.1,629,119.93
2834,23.0,42698.61,28039.32,484,131.55
2835,23.0,42800.92,35186.64,1420,134.18
2836,23.0,43234.16,49057.09,717,120.56
2837,23.0,47545.25,5596.64,1209,130.17
2838,23.0,47577.27,46675.68,324,153.23
2839,23.0,47795.8,29777.12,2010,125.0
2840,23.0,48318.37,22469.74,3091,129.11
2841,23.0,48796.43,30843.21,1359,128.5
2842,23.0,49406.87,40464.81,1534,122.71
2843,23.0,49444.33,45607.98,651,136.76
2844,23.0,51152.33,3765.52,249,114.24
2845,23.0,51176.9,9925.94,2013,131.32
2846,23.0,51224.79,46229.95,436,118.07
2847,23.0,51568.56,50004.75,1033,111.89
2848,23.0,52252.19,50924.37,612,121.49
2849,23.0,52263.9,6026.63,139,114.4
2850,23.0,52279.67,30398.81,174,91.27
2851,23.0,52379.68,50533.8,410,116.26
2852,23.0,52879.89,24357.37,1466,125.4
2853,23.0,53411.02,9171.77,989,134.2
2854,23.0,53433.39,36327.03,469,112.81
2855,23.0,53581.56,42446.42,185,105.34
2856,23.0,53899.15,12008.76,819,140.18
2857,23.0,54028.3,51264.01,77,74.93
2858,24.0,828.51,52168.94,284,130.31
2859,24.0,864.27,51488.79,426,103.55
2860,24.0,1425.16,46349.47,2102,121.99
2861,24.0,1800.28,37555.83,206,100.78
2862,24.0,2235.11,11641.26,405,116.37
2863,24.0,2593.24,54159.63,919,116.83
2864,24.0,3079.3,33095.58,350,119.04
2865,24.0,3323.66,20023.17,159,122.48
2866,24.0,3833.74,32114.41,438,107.57
2867,24.0,4208.77,25447.66,577,132.57
2868,24.0,4829.99,42536.28,148,98.73
2869,24.0,5767.87,36260.76,411,136.68
2870,24.0,5985.22,32769.96,149,94.9
2871,24.0,6272.32,6971.42,194,131.35
2872,24.0,6380.79,30234.54,322,113.46
2873,24.0,6541.83,25240.62,77,74.56
2874,24.0,7072.98,34215.62,798,101.53
2875,24.0,7185.26,20422.1,272,107.51
2876,24.0,7290.17,27447.09,207,112.72
2877,24.0,7494.65,50601.16,653,134.74
2878,24.0,7752.86,45121.96,258,124.73
2879,24.0,8061.97,44658.36,335,116.95
2880,24.0,8223.73,18330.73,383,115.02
2881,24.0,8369.87,49459.35,262,101.2
2882,24.0,8634.8,15297.4,478,127.56
2883,24.0,8878.03,51851.26,284,104.72
2884,24.0,11725.09,12079.47,185,120.51
2885,24.0,12261.59,16249.53,605,123.34
2886,24.0,12587.43,48755.56,1156,121.33
2887,24.0,13121.73,16062.46,1280,119.66
2888,24.0,13298.87,36518.62,607,112.19
2889,24.0,13430.09,28931.57,210,141.67
2890,24.0,13685.18,48369.1,593,109.75
2891,24.0,13835.51,49670.9,824,133.45
2892,24.0,14525.72,46712.03,501,129.41
2893,24.0,14558.36,16854.63,2271,128.75
2894,24.0,14756.87,18475.25,263,131.2
2895,24.0,14768.6,35766.59,632,141.61
2896,24.0,14993.63,50215.28,257,125.23
2897,24.0,15777.43,44159.06,693,112.1
2898,24.0,16273.48,3501.49,523,133.82
2899,24.0,16652.13,31089.76,172,118.33
2900,24.0,17566.43,22541.64,471,130.41
2901,24.0,17722.27,49502.46,590,120.77
2902,24.0,17730.17,26859.96,630,144.31
2903,24.0,17887.39,31293.35,232,134.21
2904,24.0,17979.77,52518.35,753,125.62
2905,24.0,17993.86,11574.55,977,125.06
2906,24.0,18046.46,45201.7,332,95.86
2907,24.0,19443.93,52205.84,200,91.67
2908,24.0,20047.39,16015.72,555,116.73
2909,24.0,20123.08,15400.02,146,103.47
2910,24.0,20619.8,42196.05,537,134.08
2911,24.0,21452.76,30865.58,1904,121.88
2912,24.0,22100.66,27817.43,256,130.79
2913,24.0,23107.21,37159.52,160,107.28
2914,24.0,25120.54,11599.46,2002,130.99
2915,24.0,25737.45,35281.54,157,102.22
2916,24.0,25868.72,39190.28,312,129.82
2917,24.0,26765.99,34649.84,991,107.87
2918,24.0,26875.94,35818.27,695,129.09
2919,24.0,27100.7,26943.29,894,131.12
2920,24.0,27200.99,30280.69,770,128.52
2921,24.0,27531.69,8804.05,290,147.44
2922,24.0,28416.74,44413.09,480,129.91
2923,24.0,28848.2,48968.01,163,94.5
2924,24.0,30762.82,50907.25,184,122.97
2925,24.0,31287.01,28684.41,1590,139.85
2926,24.0,31672.23,44449.83,265,129.59
2927,24.0,31849.99,21415.55,1199,145.08
2928,24.0,32222.76,41980.43,315,149.05
2929,24.0,33260.85,12176.6,1268,115.12
2930,24.0,33377.41,10057.41,1000,129.54
2931,24.0,33476.09,41806.18,1858,116.53
2932,24.0,33590.9,28637.34,1513,139.99
2933,24.0,35776.25,2366.18,1581,126.23
2934,24.0,36506.37,36298.6,1207,130.87
2935,24.0,36683.21,34826.11,1407,129.54
2936,24.0,37339.09,53448.46,121,83.24
2937,24.0,37433.17,25809.76,337,135.1
2938,24.0,37478.44,39862.46,284,122.79
2939,24.0,38471.46,53598.62,710,120.04
2940,24.0,40700.51,51469.21,172,78.65
2941,24.0,40925.5,53356.25,566,111.01
2942,24.0,41327.39,44904.91,203,99.02
2943,24.0,42131.75,11957.99,655,109.64
2944,24.0,42817.17,35178.07,724,126.87
2945,24.0,43231.85,49054.53,690,116.89
2946,24.0,43414.53,34961.28,1037,129.17
2947,24.0,48102.93,5919.83,432,142.23
2948,24.0,48317.85,22467.06,2702,126.07
2949,24.0,48793.38,30851.94,1238,110.16
2950,24.0,49446.86,45611.64,606,124.44
2951,24.0,51147.45,3757.89,243,112.0
2952,24.0,51174.98,9925.59,1857,127.2
2953,24.0,51221.74,46239.69,437,126.71
2954,24.0,51567.27,50000.63,919,106.79
2955,24.0,51625.92,23953.74,1538,136.21
2956,24.0,52039.3,31496.29,1510,125.06
2957,24.0,52247.57,50921.0,597,117.32
2958,24.0,52271.55,30397.48,206,107.22
2959,24.0,52370.19,50525.98,459,125.45
2960,24.0,52674.17,5075.86,1185,129.91
2961,24.0,52729.05,42087.23,432,148.95
2962,24.0,52874.91,24351.19,1362,128.74
2963,24.0,53051.51,28937.64,351,152.69
2964,24.0,53429.84,36319.78,519,108.44
2965,24.0,53602.73,42860.79,146,100.98
2966,24.0,53867.53,31036.08,978,123.64
2967,24.0,54138.81,18603.78,153,107.49
2968,25.0,831.01,52191.58,191,115.78
2969,25.0,864.5,51492.01,406,99.54
2970,25.0,1430.98,46354.31,1975,115.54
2971,25.0,1813.09,37548.25,207,107.94
2972,25.0,2233.79,11661.19,310,106.22
2973,25.0,2604.57,54156.5,830,115.01
2974,25.0,3085.59,33103.38,299,110.8
2975,25.0,3327.79,20041.85,198,139.89
2976,25.0,3826.56,32104.18,524,116.19
2977,25.0,4209.03,25477.14,857,141.25
2978,25.0,4824.81,42530.98,141,96.85
2979,25.0,4934.84,24251.4,1175,132.51
2980,25.0,5773.48,36256.97,339,124.09
2981,25.0,5968.2,32780.88,124,95.71
2982,25.0,6386.89,30244.79,302,112.8
2983,25.0,7073.01,34212.68,744,101.97
2984,25.0,7109.38,44938.75,258,129.19
2985,25.0,7177.18,20415.9,281,105.66
2986,25.0,7292.56,27454.02,212,108.55
2987,25.0,7407.82,30607.6,298,127.59
2988,25.0,7485.75,50586.65,640,132.54
2989,25.0,7733.33,45137.09,241,114.7
2990,25.0,8058.67,44653.19,332,118.44
2991,25.0,8215.17,18334.54,489,134.67
2992,25.0,8377.44,49472.13,281,105.67
2993,25.0,8634.5,15297.42,427,116.25
2994,25.0,8879.62,51856.62,260,94.61
2995,25.0,9832.19,15394.17,273,148.23
2996,25.0,11743.36,12062.8,191,115.85
2997,25.0,12280.17,16220.96,289,133.64
2998,25.0,12588.5,48743.88,1069,121.25
2999,25.0,13122.93,16067.58,1488,118.1
3000,25.0,13297.28,36512.55,652,127.49
3001,25.0,13422.46,28912.65,242,135.52
3002,25.0,13681.25,48364.01,549,112.97
3003,25.0,13847.86,49680.14,761,124.93
3004,25.0,14526.26,46722.12,402,121.84
3005,25.0,14558.13,16856.82,2198,126.73
3006,25.0,14758.38,35764.61,638,123.75
3007,25.0,15007.41,50207.23,228,130.15
3008,25.0,15517.21,18735.67,1451,120.58
3009,25.0,15742.61,2658.65,825,136.87
3010,25.0,15762.84,44157.7,599,111.41
3011,25.0,16663.37,31082.4,160,107.52
3012,25.0,17734.75,26862.17,532,135.87
3013,25.0,17889.05,31292.09,250,136.6
3014,25.0,17986.3,52516.87,727,121.23
3015,25.0,18043.37,45201.27,322,100.1
3016,25.0,19441.08,52207.14,219,100.92
3017,25.0,20043.45,16017.18,514,108.15
3018,25.0,20991.37,43609.25,178,91.56
3019,25.0,21454.28,30867.21,1027,123.37
3020,25.0,21946.37,45741.05,1176,124.95
3021,25.0,22013.57,27765.7,554,139.59
3022,25.0,23123.24,37161.85,184,112.14
3023,25.0,24741.0,39478.94,149,90.68
3024,25.0,24867.35,21088.31,1395,137.17
3025,25.0,25746.46,35280.35,228,125.06
3026,25.0,25875.23,39173.84,226,114.96
3027,25.0,26764.93,34653.69,2016,128.58
3028,25.0,27104.41,26941.79,859,128.0
3029,25.0,27202.68,30285.88,784,134.02
3030,25.0,27215.43,19674.22,133,124.26
3031,25.0,28449.43,5957.42,241,152.61
3032,25.0,28863.51,48974.84,145,83.87
3033,25.0,29301.71,37296.4,145,125.15
3034,25.0,29918.66,43139.32,1727,140.37
3035,25.0,30190.97,7377.0,232,113.42
3036,25.0,30780.19,50907.16,210,140.79
3037,25.0,31283.39,28688.54,1299,127.08
3038,25.0,31364.93,3544.17,419,141.99
3039,25.0,31848.7,21422.24,1001,129.95
3040,25.0,31965.75,24602.04,1514,127.81
3041,25.0,32000.02,43591.55,471,139.01
3042,25.0,32312.93,42021.98,401,150.47
3043,25.0,33005.28,42833.08,252,134.46
3044,25.0,33259.37,12181.27,1314,111.43
3045,25.0,33392.45,10019.71,1510,139.19
3046,25.0,33475.36,41809.78,851,114.4
3047,25.0,33586.6,28636.09,1449,137.94
3048,25.0,33682.61,53203.54,425,115.05
3049,25.0,34622.43,38986.27,174,136.9
3050,25.0,35163.89,31651.96,184,95.48
3051,25.0,35774.38,2366.04,1625,129.61
3052,25.0,36509.74,36299.23,1270,134.92
3053,25.0,36670.45,34854.23,1046,120.11
3054,25.0,36803.23,35549.9,1060,139.56
3055,25.0,37354.88,53433.87,144,86.35
3056,25.0,37453.11,39900.83,388,131.16
3057,25.0,37880.41,17752.38,309,132.68
3058,25.0,38468.86,53599.63,686,114.2
3059,25.0,39230.61,10987.9,761,127.28
3060,25.0,40689.52,51471.68,167,72.59
3061,25.0,40915.25,53351.98,584,112.51
3062,25.0,41326.45,44902.6,172,101.28
3063,25.0,42132.42,11959.3,630,107.77
3064,25.0,42738.05,34860.82,1826,122.68
3065,25.0,43232.76,49054.76,659,115.26
3066,25.0,43377.82,21228.33,350,120.93
3067,25.0,43655.14,36040.93,325,133.73
3068,25.0,45191.69,36189.18,489,143.7
3069,25.0,47134.89,31154.67,1689,131.06
3070,25.0,47151.47,25377.85,186,113.96
3071,25.0,48076.51,5883.39,206,118.45
3072,25.0,48319.75,22467.66,2569,124.03
3073,25.0,48788.08,30849.91,695,108.09
3074,25.0,49440.43,45620.12,761,145.41
3075,25.0,50193.48,29925.09,1283,128.36
3076,25.0,50269.09,31863.13,550,134.83
3077,25.0,51156.71,3755.69,266,105.49
3078,25.0,51175.53,9924.72,1986,130.53
3079,25.0,51225.92,46250.68,502,125.36
3080,25.0,51566.13,50002.58,995,117.64
3081,25.0,51620.6,23955.62,1308,129.17
3082,25.0,52250.78,50920.31,549,113.91
3083,25.0,52278.44,30398.72,211,100.41
3084,25.0,52382.35,50531.43,476,125.88
3085,25.0,52675.28,5068.14,998,120.55
3086,25.0,52745.38,42074.55,731,133.49
3087,25.0,52889.22,24369.51,1908,132.51
3088,25.0,53206.07,30891.01,877,136.5
3089,25.0,53432.19,36328.4,498,111.86
3090,25.0,54136.07,18606.66,70,74.2
3091,26.0,646.74,43723.39,167,110.79
3092,26.0,828.84,52191.25,233,116.89
3093,26.0,858.43,51486.36,438,113.27
3094,26.0,1424.8,46353.94,2187,122.58
3095,26.0,1795.32,37556.31,187,103.78
3096,26.0,2227.06,11644.49,372,112.63
3097,26.0,2528.2,32029.42,932,129.63
3098,26.0,2600.25,54166.5,1049,126.57
3099,26.0,3085.16,33099.52,351,120.2
3100,26.0,3324.09,20032.12,203,131.88
3101,26.0,3828.79,32102.24,478,111.72
3102,26.0,4201.14,25486.77,682,115.71
3103,26.0,4839.93,42528.57,124,86.64
3104,26.0,4987.7,23975.89,567,108.66
3105,26.0,5766.7,36257.34,447,140.39
3106,26.0,5981.37,32789.31,136,80.26
3107,26.0,6269.34,6985.82,156,126.3
3108,26.0,6383.7,30236.83,342,122.69
3109,26.0,7067.19,34215.36,815,106.26
3110,26.0,7179.41,20421.53,234,97.99
3111,26.0,7286.57,27461.23,187,109.02
3112,26.0,7492.8,50596.5,632,126.94
3113,26.0,7748.52,45119.98,236,122.94
3114,26.0,8050.24,44658.49,314,110.71
3115,26.0,8219.61,18330.56,331,107.17
3116,26.0,8372.33,49470.0,274,96.72
3117,26.0,8639.25,15298.42,428,117.3
3118,26.0,8873.74,51859.07,276,92.56
3119,26.0,11727.72,12064.89,187,107.36
3120,26.0,12553.46,34632.41,563,119.07
3121,26.0,12586.88,48749.61,1066,117.85
3122,26.0,12823.51,49965.47,163,100.25
3123,26.0,13133.35,16061.96,1201,117.37
3124,26.0,13302.41,36520.0,544,109.21
3125,26.0,13443.27,28921.85,188,124.49
3126,26.0,13675.91,48365.41,548,110.12
3127,26.0,13843.42,49678.46,698,130.09
3128,26.0,14527.03,46727.53,438,129.01
3129,26.0,14761.6,35762.69,529,123.55
3130,26.0,14978.49,42186.94,116,108.49
3131,26.0,14993.48,50201.36,212,121.39
3132,26.0,15479.2,16881.7,1067,138.4
3133,26.0,15547.07,18666.34,1608,141.49
3134,26.0,15746.75,2641.27,812,150.98
3135,26.0,15769.8,44152.72,676,119.34
3136,26.0,16504.41,11241.94,741,125.88
3137,26.0,16675.55,31092.97,132,96.02
3138,26.0,17732.58,26861.29,488,124.66
3139,26.0,17976.1,52519.05,659,116.84
3140,26.0,18034.84,45202.57,325,97.65
3141,26.0,18785.83,51502.0,181,118.92
3142,26.0,19443.22,52199.47,212,93.6
3143,26.0,19973.96,11205.68,350,143.99
3144,26.0,20040.74,16021.78,539,113.19
3145,26.0,20988.77,43615.22,156,87.48
3146,26.0,21943.53,45739.87,1120,123.1
3147,26.0,22021.08,27749.85,559,146.08
3148,26.0,22115.11,13903.98,1334,133.26
3149,26.0,23013.41,2958.61,312,142.92
3150,26.0,23122.69,37143.75,199,113.66
3151,26.0,23969.04,45924.07,232,111.42
3152,26.0,24664.21,34831.47,852,118.89
3153,26.0,24753.58,39487.08,119,79.44
3154,26.0,25401.96,11634.83,2347,130.23
3155,26.0,25743.39,35263.26,213,121.2
3156,26.0,25875.33,9487.13,1191,147.39
3157,26.0,26310.09,8849.43,231,134.89
3158,26.0,26640.41,35786.59,574,124.33
3159,26.0,26763.65,34649.37,2582,126.76
3160,26.0,26892.1,40628.21,234,147.71
3161,26.0,27194.98,30283.66,906,136.52
3162,26.0,27201.49,19673.03,136,125.44
3163,26.0,28155.13,12719.22,259,108.87
3164,26.0,28446.87,5971.94,216,132.81
3165,26.0,28856.0,48968.15,188,92.77
3166,26.0,29268.94,37304.81,150,113.26
3167,26.0,29934.2,43154.55,1215,125.29
3168,26.0,30180.44,7361.36,340,139.89
3169,26.0,31089.78,38921.57,803,132.63
3170,26.0,31382.45,3565.21,222,126.87
3171,26.0,31862.01,21420.31,705,132.92
3172,26.0,31919.91,24597.25,398,128.67
3173,26.0,32066.43,43521.59,276,140.13
3174,26.0,33256.18,12184.17,3055,119.45
3175,26.0,33396.81,10019.32,1328,129.67
3176,26.0,33471.25,41808.47,1435,118.79
3177,26.0,33584.87,28637.98,1366,131.34
3178,26.0,33683.02,53207.63,961,121.64
3179,26.0,34265.98,36771.99,304,144.03
3180,26.0,34482.97,39211.5,448,157.45
3181,26.0,35152.38,31643.32,195,102.36
3182,26.0,35777.25,2364.41,1822,138.35
3183,26.0,36512.48,36295.33,1246,132.54
3184,26.0,36668.85,34859.91,1110,121.02
3185,26.0,36670.5,28113.17,2220,125.64
3186,26.0,36810.48,35548.59,1199,131.32
3187,26.0,37435.5,25813.97,240,123.01
3188,26.0,37478.6,20282.56,1013,123.26
3189,26.0,37903.91,17750.67,295,136.18
3190,26.0,37994.47,22906.3,357,115.31
3191,26.0,38468.16,53602.29,711,117.14
3192,26.0,39745.42,10547.36,421,135.46
3193,26.0,40693.44,51480.51,164,80.66
3194,26.0,40914.42,53352.15,588,116.62
3195,26.0,41195.3,25564.18,339,138.65
3196,26.0,41309.59,44894.44,213,103.57
3197,26.0,42135.62,11950.19,169,120.0
3198,26.0,42682.36,28033.4,543,151.39
3199,26.0,43228.81,49058.3,716,113.72
3200,26.0,43641.96,36039.06,595,125.41
3201,26.0,46933.84,52805.36,131,88.05
3202,26.0,47144.27,31155.89,1806,133.19
3203,26.0,47455.41,52914.85,236,103.76
3204,26.0,48319.44,22469.16,2781,122.75
3205,26.0,48797.36,30847.8,1673,122.66
3206,26.0,48964.75,3032.98,1348,137.12
3207,26.0,49450.9,45612.54,708,136.62
3208,26.0,50280.94,31867.48,691,147.39
3209,26.0,51163.34,3772.32,267,111.85
3210,26.0,51563.16,49998.32,1076,121.11
3211,26.0,51875.15,20151.21,1241,146.59
3212,26.0,52244.17,50920.09,565,116.05
3213,26.0,52274.54,30411.43,204,99.06
3214,26.0,52375.42,50533.98,476,124.35
3215,26.0,52745.55,42077.91,749,135.57
3216,26.0,52882.22,24362.66,1586,129.01
3217,26.0,53213.84,30886.63,689,148.36
3218,26.0,53287.9,25889.11,1684,122.84
3219,26.0,53438.12,36327.53,590,115.29
3220,26.0,54125.43,18606.66,147,105.39
3221,27.0,668.99,43719.57,140,98.49
3222,27.0,833.4,52177.9,201,110.04
3223,27.0,863.4,51494.13,456,115.14
3224,27.0,1428.95,46352.0,2155,123.36
3225,27.0,1795.89,37547.74,189,108.32
3226,27.0,1799.0,53076.6,224,116.95
3227,27.0,2238.4,11648.49,350,122.96
3228,27.0,2531.06,32032.45,935,122.16
3229,27.0,2599.38,54165.29,886,118.0
3230,27.0,3070.42,33089.32,325,119.93
3231,27.0,3830.68,32105.6,472,112.13
3232,27.0,4201.21,25477.18,698,118.8
3233,27.0,4825.13,42535.66,188,105.27
3234,27.0,4973.35,23966.82,850,120.01
3235,27.0,5665.51,26195.82,183,138.29
3236,27.0,5865.42,36060.39,1059,127.1
3237,27.0,6009.34,32778.78,263,127.46
3238,27.0,6381.13,30221.86,259,112.45
3239,27.0,6765.68,42086.74,228,115.96
3240,27.0,7070.13,34217.09,757,101.55
3241,27.0,7160.93,20425.19,289,117.23
3242,27.0,7296.58,27448.58,186,97.93
3243,27.0,7499.84,50594.29,694,133.31
3244,27.0,7718.98,45134.59,235,114.94
3245,27.0,8042.19,44644.53,380,131.08
3246,27.0,8219.31,18336.21,415,118.71
3247,27.0,8382.01,49457.4,264,103.78
3248,27.0,8640.98,15293.62,475,125.02
3249,27.0,8880.83,51852.84,259,95.28
3250,27.0,11253.31,33216.98,313,127.33
3251,27.0,11737.5,12052.95,165,107.37
3252,27.0,11966.01,28163.19,159,122.35
3253,27.0,12590.17,48749.81,1106,122.06
3254,27.0,12807.81,35853.17,630,127.96
3255,27.0,12821.25,49971.42,414,115.92
3256,27.0,13120.65,16061.25,1199,114.89
3257,27.0,13121.11,20729.67,1263,141.55
3258,27.0,13296.43,36507.53,773,137.36
3259,27.0,13685.62,48368.57,554,106.97
3260,27.0,13844.04,49678.76,594,118.45
3261,27.0,14025.48,29112.51,205,127.69
3262,27.0,14470.29,35714.76,704,130.31
3263,27.0,14532.49,46724.79,371,115.15
3264,27.0,14984.47,50211.64,211,119.82
3265,27.0,15766.24,44155.79,745,121.8
3266,27.0,15771.08,42113.22,239,135.18
3267,27.0,16159.27,17640.42,814,131.02
3268,27.0,16506.39,11241.21,573,125.5
3269,27.0,16687.92,31104.13,168,107.02
3270,27.0,17352.25,49346.15,449,139.02
3271,27.0,17699.8,11051.01,820,127.22
3272,27.0,17730.23,26870.25,537,137.89
3273,27.0,17972.91,52520.62,725,119.39
3274,27.0,18042.55,45200.65,312,102.89
3275,27.0,18766.99,4774.57,391,142.02
3276,27.0,19169.65,50975.42,169,122.65
3277,27.0,19446.18,52203.85,214,87.62
3278,27.0,20044.68,16014.11,532,116.1
3279,27.0,20578.32,54306.84,334,116.8
3280,27.0,20993.55,43597.98,198,96.56
3281,27.0,21945.09,45741.63,1054,127.65
3282,27.0,23114.87,37145.74,174,103.28
3283,27.0,23968.67,45925.9,976,121.15
3284,27.0,24758.2,39496.2,111,84.45
3285,27.0,24943.07,33750.97,148,104.46
3286,27.0,25401.21,11633.44,2531,131.52
3287,27.0,25735.43,35282.67,187,114.35
3288,27.0,25882.31,9489.72,701,133.71
3289,27.0,26320.67,8857.51,377,125.26
3290,27.0,26643.68,35785.57,624,126.86
3291,27.0,26664.89,37005.0,276,123.1
3292,27.0,26703.2,41195.37,390,127.16
3293,27.0,26763.13,34651.69,2330,123.09
3294,27.0,27201.59,30272.44,572,125.75
3295,27.0,28866.92,48961.55,188,89.2
3296,27.0,29832.64,712.34,906,137.53
3297,27.0,31321.94,38671.97,1574,126.72
3298,27.0,32088.47,43520.38,485,145.82
3299,27.0,33268.32,12168.97,2612,132.76
3300,27.0,33401.64,10016.25,1404,139.26
3301,27.0,33475.12,41803.82,1602,114.98
3302,27.0,33482.75,53245.08,942,129.01
3303,27.0,33591.55,28642.08,1337,131.65
3304,27.0,34446.94,39290.17,560,119.92
3305,27.0,35158.8,31659.29,175,91.59
3306,27.0,35775.6,2359.94,1670,128.48
3307,27.0,36668.68,34856.94,951,118.26
3308,27.0,36802.66,35538.24,1103,123.89
3309,27.0,37352.86,53448.53,142,91.55
3310,27.0,37451.05,25822.56,242,132.17
3311,27.0,37974.52,22904.17,817,141.17
3312,27.0,38462.67,53608.1,682,112.01
3313,27.0,39764.78,10541.39,917,128.76
3314,27.0,40683.9,51479.67,196,80.1
3315,27.0,40918.45,53348.58,529,113.6
3316,27.0,41191.07,25571.41,934,131.81
3317,27.0,41328.08,44884.6,212,105.72
3318,27.0,43225.61,49064.14,441,112.8
3319,27.0,43654.48,36035.9,735,141.12
3320,27.0,45709.83,18825.26,2597,129.21
3321,27.0,48318.16,22465.99,2112,126.04
3322,27.0,48801.57,30841.85,2457,141.65
3323,27.0,48964.91,3004.29,1362,117.8
3324,27.0,49445.37,45616.68,761,128.89
3325,27.0,50269.34,31857.63,505,123.25
3326,27.0,51166.62,3753.3,282,118.56
3327,27.0,51355.73,3121.81,172,127.66
3328,27.0,51418.39,13590.38,1064,145.87
3329,27.0,51570.66,50001.58,888,107.12
3330,27.0,51872.87,20135.59,1163,145.91
3331,27.0,52256.44,50921.34,557,115.25
3332,27.0,52283.27,30393.41,196,100.53
3333,27.0,52373.01,50533.17,446,123.66
3334,27.0,52745.34,42078.89,725,132.99
3335,27.0,52910.18,38291.12,406,159.65
3336,27.0,53430.02,36324.09,426,106.45
3337,27.0,54011.92,51271.37,119,85.37
3338,27.0,54152.85,18601.73,168,121.03
3339,28.0,655.67,43738.35,146,95.57
3340,28.0,825.15,52201.35,175,109.5
3341,28.0,856.39,51497.09,422,105.89
3342,28.0,1217.72,31881.22,407,123.84
3343,28.0,1420.95,46353.99,2200,125.34
