,frame,x [nm],y [nm],Photon #,Sigma [nm]
624,5.0,39185.87,21375.87,2769,144.84
625,5.0,39289.38,32590.46,702,118.58
626,5.0,40670.65,37727.82,1148,135.93
627,5.0,40923.46,53352.07,582,115.58
628,5.0,41326.35,44882.02,214,108.19
629,5.0,41444.04,30853.9,2703,126.2
630,5.0,42303.79,45743.87,411,131.52
631,5.0,43051.94,50197.3,570,123.9
632,5.0,43691.56,30005.88,349,140.83
633,5.0,44695.66,5822.89,2814,132.47
634,5.0,46841.14,3305.39,1380,124.17
635,5.0,46853.65,47656.17,199,107.43
636,5.0,46985.49,46094.88,796,146.3
637,5.0,49193.57,39869.65,815,146.46
638,5.0,49848.43,30643.24,1678,118.76
639,5.0,49873.41,37184.99,489,107.13
640,5.0,50929.98,13897.59,2456,123.29
641,5.0,51165.0,3773.59,239,100.81
642,5.0,51242.72,27149.65,1222,140.96
643,5.0,51558.82,8539.78,327,143.72
644,5.0,51563.23,49999.2,984,112.6
645,5.0,52250.41,50925.88,462,102.69
646,5.0,52273.0,30397.42,169,88.08
647,5.0,52380.52,50524.69,305,102.26
648,5.0,53775.0,37566.48,747,97.89
649,5.0,54149.12,18611.22,241,127.05
650,6.0,653.3,43726.12,175,107.33
651,6.0,838.04,52189.91,206,103.33
652,6.0,866.92,51484.19,482,110.88
653,6.0,1436.24,46354.35,2203,116.81
654,6.0,1807.82,37537.2,202,98.2
655,6.0,2236.27,11646.09,456,114.15
656,6.0,2608.08,54150.25,997,111.88
657,6.0,3096.97,33094.72,327,108.37
658,6.0,3327.23,20017.84,145,96.11
659,6.0,3564.17,3504.86,755,136.97
660,6.0,3837.33,32108.0,416,99.15
661,6.0,4835.28,42526.33,141,93.37
662,6.0,5145.73,3031.1,841,129.88
663,6.0,5498.74,35485.51,973,125.67
664,6.0,5979.99,32767.37,245,119.41
665,6.0,6382.7,30236.11,363,122.57
666,6.0,7177.93,20414.52,318,115.53
667,6.0,7289.52,27450.03,269,118.74
668,6.0,7498.49,50582.86,600,121.09
669,6.0,7538.82,35711.42,624,126.01
670,6.0,7735.47,45126.59,285,136.51
671,6.0,8034.97,16401.99,1783,129.14
672,6.0,8063.05,44657.0,271,110.04
673,6.0,8075.68,33583.54,460,138.25
674,6.0,8221.89,18328.61,429,113.6
675,6.0,8390.73,49455.61,307,104.91
676,6.0,8630.5,15288.18,520,121.94
677,6.0,8875.59,51844.63,269,95.89
678,6.0,10131.96,33385.01,701,130.5
679,6.0,11734.32,12065.79,170,106.65
680,6.0,12582.23,15408.98,1231,136.14
681,6.0,12590.93,48744.54,1182,119.92
682,6.0,12726.31,606.57,1240,143.43
683,6.0,13313.5,36513.14,629,114.36
684,6.0,13690.21,48361.47,653,110.55
685,6.0,13843.53,49671.9,779,124.17
686,6.0,14258.66,20035.92,173,116.21
687,6.0,14264.71,35281.39,467,141.04
688,6.0,14817.35,20516.71,1870,130.77
689,6.0,14990.77,50203.75,267,120.36
690,6.0,15736.69,11348.98,904,125.15
691,6.0,15770.28,44157.37,727,115.27
692,6.0,15827.65,13267.21,494,128.26
693,6.0,16664.08,31090.74,132,93.64
694,6.0,16669.49,14765.06,209,122.81
695,6.0,17976.1,52508.44,742,118.3
696,6.0,18046.89,45203.53,326,97.41
697,6.0,18366.13,27364.37,220,129.61
698,6.0,19050.18,51091.21,514,126.03
699,6.0,19457.79,52196.24,234,102.43
700,6.0,19539.08,1538.05,1073,140.06
701,6.0,20041.55,16017.7,605,115.34
702,6.0,20917.75,33000.52,1017,122.52
703,6.0,21001.43,43609.92,174,75.51
704,6.0,22018.2,3389.58,1492,134.83
705,6.0,22230.78,47318.06,1338,117.38
706,6.0,22457.99,42408.55,191,139.62
707,6.0,23109.96,37146.73,222,112.6
708,6.0,23131.31,43968.81,1172,136.12
709,6.0,23521.28,36211.22,642,140.03
710,6.0,24352.67,31058.05,2508,126.12
711,6.0,24485.12,40173.22,1861,133.17
712,6.0,24591.19,44021.86,930,130.66
713,6.0,24712.63,49986.89,213,123.12
714,6.0,24751.32,39489.96,133,94.01
715,6.0,24789.0,41801.83,1661,131.93
716,6.0,24847.17,27561.94,1105,130.57
717,6.0,25619.13,43381.92,133,106.19
718,6.0,25743.82,35267.98,190,114.4
719,6.0,26572.99,36357.96,572,141.32
720,6.0,26802.78,22450.77,871,130.68
721,6.0,26944.39,40233.9,1403,125.61
722,6.0,28443.37,5952.88,223,136.33
723,6.0,28856.78,48974.82,177,87.12
724,6.0,28904.6,39629.13,1053,136.02
725,6.0,29115.48,50638.88,91,74.07
726,6.0,29241.22,22719.44,482,132.98
727,6.0,29359.19,47966.17,812,144.16
728,6.0,29883.14,45530.55,505,141.52
729,6.0,30050.74,37993.62,1966,123.65
730,6.0,31457.77,49620.39,637,107.06
731,6.0,31476.08,11926.28,1175,138.44
732,6.0,31606.36,1160.7,943,151.06
733,6.0,32698.56,20934.02,822,139.0
734,6.0,35126.87,52871.26,561,123.32
735,6.0,35176.52,31655.69,151,82.99
736,6.0,35768.02,2354.71,1568,129.9
737,6.0,36277.82,46458.56,535,143.87
738,6.0,37345.56,53421.99,156,85.39
739,6.0,37581.16,23774.28,3882,124.51
740,6.0,38210.37,9510.87,917,145.19
741,6.0,38365.84,37430.8,189,110.31
742,6.0,38481.64,53597.53,739,116.13
743,6.0,38689.55,38621.03,1673,147.23
744,6.0,39188.63,21384.15,1662,133.71
745,6.0,39287.18,32597.79,822,115.52
746,6.0,39541.5,4144.03,1008,141.21
747,6.0,40679.53,37738.08,1306,143.63
748,6.0,40701.51,51464.66,197,80.44
749,6.0,40919.56,53355.85,541,110.48
750,6.0,41331.33,44910.27,214,108.52
751,6.0,41437.62,30857.39,2402,122.18
752,6.0,42793.67,36099.42,136,107.86
753,6.0,43056.74,50198.62,597,135.53
754,6.0,46495.91,20165.15,779,148.2
755,6.0,46671.13,17560.89,2996,120.85
756,6.0,46840.3,3318.28,2853,122.54
757,6.0,46855.21,47656.73,200,100.2
758,6.0,48001.79,14404.6,289,148.61
759,6.0,49230.44,15124.33,318,129.01
760,6.0,49846.29,30641.67,1702,116.38
761,6.0,49869.03,37183.01,1617,119.72
762,6.0,50929.54,13892.64,2093,120.13
763,6.0,51167.71,3781.07,239,103.36
764,6.0,51230.0,27131.7,984,133.17
765,6.0,51567.32,49998.09,884,110.01
766,6.0,52044.18,45735.2,294,151.66
767,6.0,52255.13,50925.86,565,113.03
768,6.0,52278.93,30398.8,213,107.67
769,6.0,52386.9,50520.64,310,102.21
770,6.0,52578.06,15918.69,686,123.16
771,6.0,52877.73,30757.87,252,126.82
772,6.0,53776.09,37564.14,811,95.24
773,6.0,54020.82,51259.14,175,99.48
774,6.0,54144.59,18603.51,160,112.1
775,7.0,662.45,43717.78,135,85.25
776,7.0,838.2,52172.6,247,113.72
777,7.0,862.99,51494.63,439,100.82
778,7.0,1425.84,46348.58,2189,115.78
779,7.0,1812.56,37544.06,225,109.88
780,7.0,2240.37,11647.03,479,118.92
781,7.0,2603.53,54158.92,976,114.76
782,7.0,3080.87,33084.69,407,119.86
783,7.0,3561.17,3516.85,774,143.98
784,7.0,3580.8,20487.34,975,124.04
785,7.0,3838.57,32104.12,481,111.82
786,7.0,4839.58,42522.8,180,93.39
787,7.0,5717.73,9440.24,540,142.7
788,7.0,5980.24,32775.59,157,89.88
789,7.0,6279.19,6963.24,192,123.53
790,7.0,6389.55,30231.98,322,108.83
791,7.0,7174.33,20423.62,315,110.06
792,7.0,7290.68,27449.36,230,110.1
793,7.0,7501.8,50587.45,572,116.39
794,7.0,7537.28,35707.0,1310,119.33
795,7.0,7735.29,45128.18,247,122.22
796,7.0,8055.23,44661.2,360,112.62
797,7.0,8074.11,33578.25,543,139.91
798,7.0,8216.37,18329.66,423,116.22
799,7.0,8376.4,49456.51,282,102.1
800,7.0,8634.84,15290.16,552,121.3
801,7.0,8872.36,51844.4,282,96.91
802,7.0,10133.39,33385.13,739,128.1
803,7.0,11736.59,12057.26,202,111.41
804,7.0,12453.45,34166.98,464,158.42
805,7.0,12585.52,15408.33,1211,130.36
806,7.0,12594.15,48744.83,1168,123.58
807,7.0,13313.55,36516.17,613,111.81
808,7.0,13680.97,48370.14,562,104.71
809,7.0,13832.46,49664.65,763,121.42
810,7.0,14254.55,20032.01,229,149.72
811,7.0,14278.29,35254.48,342,149.8
812,7.0,14983.02,50195.89,216,120.22
813,7.0,15766.15,44156.93,752,113.88
814,7.0,16688.64,14769.58,168,112.58
815,7.0,17645.35,49324.02,176,103.66
816,7.0,17981.03,52519.21,777,119.48
817,7.0,18043.89,45201.06,361,103.85
818,7.0,18483.17,4492.19,327,130.07
819,7.0,18691.27,27538.21,1632,132.19
820,7.0,19624.52,2083.78,290,137.37
821,7.0,20036.33,16015.72,567,108.05
822,7.0,20925.88,33000.41,975,121.49
823,7.0,20995.94,43611.8,182,92.72
824,7.0,21788.18,39055.45,130,96.55
825,7.0,22014.79,3400.17,1449,132.06
826,7.0,22229.96,47319.96,1443,122.02
827,7.0,22532.46,42372.47,542,128.24
828,7.0,22587.88,38736.96,353,123.86
829,7.0,23114.48,37158.99,182,110.13
830,7.0,23131.13,43968.19,1064,121.8
831,7.0,23507.99,36218.47,534,126.59
832,7.0,24350.12,31056.97,2510,131.39
833,7.0,24551.58,41674.15,221,139.13
834,7.0,24593.81,44003.25,524,126.46
835,7.0,24636.91,40206.07,1244,116.93
836,7.0,24723.57,49997.91,352,118.5
837,7.0,24762.36,39481.77,196,117.95
838,7.0,24870.76,27905.72,1401,132.58
839,7.0,25038.32,41045.7,1534,123.85
840,7.0,25742.13,35274.11,150,102.34
841,7.0,26604.75,36336.03,674,126.95
842,7.0,26828.29,22443.41,945,124.02
843,7.0,28866.23,48981.24,230,107.95
844,7.0,28892.38,39625.91,492,123.66
845,7.0,29125.69,50642.42,97,67.26
846,7.0,29308.05,48052.05,513,127.77
847,7.0,29353.8,22577.85,1436,145.29
848,7.0,29867.61,45532.14,455,140.38
849,7.0,29925.1,37950.0,1107,127.38
850,7.0,31355.06,1039.67,521,138.33
851,7.0,31461.42,49622.17,833,118.75
852,7.0,31474.95,11922.54,1202,146.61
853,7.0,34532.73,38453.61,634,138.69
854,7.0,35120.2,52872.37,573,123.94
855,7.0,35161.87,31664.23,178,98.67
856,7.0,35766.02,2346.98,1694,127.78
857,7.0,36719.84,12109.29,178,125.65
858,7.0,36773.6,35586.45,308,134.17
859,7.0,37347.95,53432.26,141,90.31
860,7.0,37577.16,23773.09,3801,126.58
861,7.0,38469.18,53595.64,736,114.74
862,7.0,38688.17,38633.85,1448,132.88
863,7.0,39183.42,21384.67,1554,139.32
864,7.0,39290.21,32593.98,524,119.73
865,7.0,40667.82,46279.95,588,121.3
866,7.0,40678.24,37732.94,1133,132.81
867,7.0,40691.81,51477.95,186,74.47
868,7.0,40922.1,53348.96,582,115.48
869,7.0,41336.63,44911.33,235,109.29
870,7.0,41445.08,30860.2,2682,125.59
871,7.0,42298.82,45735.03,393,127.68
872,7.0,43844.85,49108.91,742,138.45
873,7.0,45813.37,6618.29,1178,140.84
874,7.0,46500.31,20185.22,784,148.37
875,7.0,46672.53,17557.16,3278,119.81
876,7.0,46838.44,3325.19,2526,118.8
877,7.0,46873.55,47659.26,179,101.29
878,7.0,49852.35,30643.49,2074,123.57
879,7.0,50104.9,37211.93,766,123.23
880,7.0,51176.33,3775.37,283,114.38
881,7.0,51233.41,27152.25,918,134.39
882,7.0,51568.46,50001.05,904,113.13
883,7.0,52258.5,50919.76,562,112.56
884,7.0,52277.67,30415.53,187,100.16
885,7.0,52304.28,12404.56,1900,124.87
886,7.0,52377.78,50523.55,431,123.18
887,7.0,52574.48,15934.95,530,118.03
888,7.0,52876.83,30756.29,652,151.38
889,7.0,53782.11,37571.51,610,107.38
890,7.0,54073.13,31615.42,972,154.21
891,7.0,54150.7,18605.42,134,109.06
892,8.0,674.54,43725.62,133,86.89
893,8.0,838.36,52177.68,230,118.64
894,8.0,863.92,51486.29,445,107.7
895,8.0,1429.48,46349.85,2246,117.63
896,8.0,1797.62,37545.22,218,101.63
897,8.0,2241.22,11644.2,515,120.31
898,8.0,2607.72,54157.17,983,109.63
899,8.0,3090.4,33096.46,421,121.22
900,8.0,3288.05,38770.12,682,123.62
901,8.0,3553.13,3527.1,685,143.34
902,8.0,3828.06,32104.5,454,109.14
903,8.0,4831.77,42529.44,173,105.6
904,8.0,5658.02,36048.45,519,139.04
905,8.0,5981.75,32772.97,164,88.71
906,8.0,6266.84,6993.01,211,132.45
907,8.0,6392.28,30235.03,317,105.82
908,8.0,7075.28,34211.02,823,103.34
909,8.0,7173.28,20425.56,264,104.28
910,8.0,7305.8,27456.45,188,95.11
911,8.0,7493.19,50575.2,625,129.98
912,8.0,7530.57,35708.25,1538,122.21
913,8.0,7729.9,45129.53,232,111.21
914,8.0,8060.2,44654.98,359,113.29
915,8.0,8086.39,33577.99,450,127.55
916,8.0,8229.15,18329.94,409,111.5
917,8.0,8370.11,49457.61,266,97.98
918,8.0,8635.85,15290.65,536,116.37
919,8.0,8882.18,51852.54,270,98.34
920,8.0,9655.53,26740.75,502,141.1
921,8.0,10130.12,33378.14,630,125.91
922,8.0,11731.55,12065.88,188,100.65
923,8.0,12583.03,15405.27,1257,138.45
924,8.0,12593.81,48741.37,1174,122.57
925,8.0,13319.13,36519.13,649,117.15
926,8.0,13684.2,48366.92,554,101.58
927,8.0,13843.22,49670.51,811,121.41
928,8.0,14282.0,35265.56,211,116.69
929,8.0,14382.29,20068.37,218,134.23
930,8.0,14967.9,50202.33,225,116.96
931,8.0,15142.31,20429.87,1376,139.47
932,8.0,15780.45,44163.46,686,112.66
933,8.0,16652.44,31090.57,151,101.43
934,8.0,16818.12,43336.08,276,118.3
935,8.0,17629.65,49331.14,233,130.53
936,8.0,17979.8,52511.57,753,120.14
937,8.0,18039.5,45203.96,364,101.09
938,8.0,18454.89,4495.74,399,142.3
939,8.0,19447.16,52202.86,203,87.49
940,8.0,19737.86,30983.85,316,127.56
941,8.0,20044.21,16011.89,631,116.9
942,8.0,20917.69,33005.39,978,124.75
943,8.0,20990.38,43615.87,167,89.74
944,8.0,21759.85,39063.17,107,93.89
945,8.0,22019.14,3394.39,1941,129.27
946,8.0,22230.15,47320.74,1391,117.55
947,8.0,22599.71,42447.44,534,139.65
948,8.0,23124.19,43965.68,1062,123.15
949,8.0,23126.83,37143.52,238,121.13
950,8.0,23368.77,28058.67,728,140.94
951,8.0,23781.46,35915.34,2172,119.59
952,8.0,24354.46,31056.9,2553,128.18
953,8.0,24590.7,44024.04,880,130.71
954,8.0,24742.83,39490.06,172,103.39
955,8.0,24875.66,27901.89,1675,142.87
956,8.0,24987.48,41081.86,1952,122.97
957,8.0,25728.79,35258.4,176,107.41
958,8.0,26421.85,36561.12,279,115.54
959,8.0,26533.97,40030.41,2325,127.43
960,8.0,26806.33,22448.61,1239,146.91
961,8.0,28014.73,9299.31,957,142.53
962,8.0,28429.25,5953.75,195,141.08
963,8.0,28714.2,39343.4,397,104.99
964,8.0,28862.07,48970.29,228,102.02
965,8.0,29125.92,50639.52,94,77.54
966,8.0,29348.01,22380.76,1052,135.58
967,8.0,29410.18,47993.05,807,125.43
968,8.0,29869.01,45513.26,388,128.5
969,8.0,30050.09,26537.67,1682,129.28
970,8.0,31458.92,49625.66,788,109.35
971,8.0,31628.3,11466.37,1276,117.18
972,8.0,32701.45,20930.14,757,139.27
973,8.0,33490.12,41800.77,276,108.65
974,8.0,33841.11,18405.62,2247,128.2
975,8.0,34529.78,38457.49,433,128.66
976,8.0,35117.93,52879.42,552,133.78
977,8.0,35160.37,31650.16,166,90.04
978,8.0,35767.18,2352.88,1707,126.13
979,8.0,35768.89,38553.0,1545,126.01
980,8.0,36772.55,35575.87,326,156.57
981,8.0,37017.56,23707.22,1112,122.67
982,8.0,37343.85,53440.46,136,83.18
983,8.0,38190.71,9511.64,774,134.66
984,8.0,38474.48,53595.89,763,117.36
985,8.0,39196.04,21386.1,2321,136.95
986,8.0,40689.87,51475.67,157,73.84
987,8.0,40913.64,53348.18,572,115.49
988,8.0,41028.94,43231.38,1651,114.58
989,8.0,41321.19,44876.0,299,125.4
990,8.0,41769.19,30628.9,2162,116.42
991,8.0,42294.16,45745.72,432,137.27
992,8.0,43546.83,25998.89,613,121.47
993,8.0,43838.71,49111.29,882,121.23
994,8.0,46838.05,3324.74,2705,119.82
995,8.0,47078.17,47986.25,181,100.7
996,8.0,48813.85,17305.97,1708,132.27
997,8.0,49846.44,30646.45,1709,123.52
998,8.0,50343.94,37600.21,1965,128.32
999,8.0,50842.39,37015.12,790,141.52
1000,8.0,51116.88,27715.96,1863,118.57
1001,8.0,51160.55,3779.06,242,102.28
1002,8.0,51392.3,20129.82,738,126.22
1003,8.0,51571.57,49998.47,918,111.99
1004,8.0,52257.72,50918.34,543,113.62
1005,8.0,52275.72,30410.09,303,117.6
1006,8.0,52301.92,12401.28,1821,123.9
1007,8.0,52377.89,50528.79,482,128.79
1008,8.0,52583.52,15937.59,524,122.53
1009,8.0,52875.42,30758.97,441,132.17
1010,8.0,53532.06,7280.34,1292,119.24
1011,8.0,54074.54,31625.31,830,145.31
1012,9.0,670.81,43727.65,166,92.54
1013,9.0,843.93,52173.43,232,117.75
1014,9.0,865.2,51489.05,424,103.6
1015,9.0,1429.15,46348.3,2370,117.98
1016,9.0,1810.49,37548.92,169,91.3
1017,9.0,2239.87,11648.67,390,112.87
1018,9.0,2607.29,54151.48,909,114.25
1019,9.0,3084.75,33096.03,386,120.67
1020,9.0,3317.87,20016.77,183,109.51
1021,9.0,3546.6,3536.0,934,142.6
1022,9.0,3581.95,13644.78,467,132.92
1023,9.0,3838.13,32104.25,511,111.34
1024,9.0,5627.43,9766.24,967,136.25
1025,9.0,5995.85,32771.29,170,102.24
1026,9.0,6255.31,6971.0,224,129.72
1027,9.0,6383.0,30236.9,329,113.42
1028,9.0,6555.96,25232.19,74,69.9
1029,9.0,7074.64,34208.21,806,105.11
1030,9.0,7173.44,20421.74,271,111.15
1031,9.0,7282.96,27440.29,208,97.99
1032,9.0,7514.57,50590.74,661,126.78
1033,9.0,7734.92,45130.44,218,115.68
1034,9.0,8055.35,44652.81,355,114.62
1035,9.0,8082.6,33591.27,379,124.7
1036,9.0,8233.61,18324.35,367,100.62
1037,9.0,8376.42,49453.67,266,95.17
1038,9.0,8635.75,15289.43,484,113.66
1039,9.0,8879.24,51851.35,241,83.38
1040,9.0,9840.28,2500.39,387,116.2
1041,9.0,10114.64,33381.06,485,128.53
1042,9.0,11734.52,12071.23,178,104.42
1043,9.0,12588.71,48745.73,1206,122.54
1044,9.0,12588.83,15404.97,555,131.25
1045,9.0,13045.28,49995.54,477,135.56
1046,9.0,13309.24,36512.5,593,109.91
1047,9.0,13685.88,48366.94,594,107.88
1048,9.0,13844.0,49671.94,819,127.91
1049,9.0,14304.85,35269.95,416,132.04
1050,9.0,14992.25,50203.68,259,124.06
1051,9.0,15148.04,20429.32,1431,136.13
1052,9.0,15668.88,13892.31,223,120.16
1053,9.0,15769.77,44158.35,737,112.14
1054,9.0,16524.33,14822.86,490,153.83
1055,9.0,16598.99,28182.62,470,124.18
1056,9.0,16651.68,31099.38,166,107.65
1057,9.0,17543.97,24624.77,226,140.62
1058,9.0,17622.67,49347.83,228,128.98
1059,9.0,17974.78,52513.76,782,117.57
1060,9.0,18045.39,45198.65,325,100.96
1061,9.0,18474.42,4506.57,479,145.04
1062,9.0,18561.77,23286.93,496,155.55
1063,9.0,19448.01,52195.03,220,92.97
1064,9.0,19743.98,30998.77,328,128.73
1065,9.0,20037.94,16011.85,665,120.32
1066,9.0,21002.97,43617.1,176,93.25
1067,9.0,21761.65,39062.05,124,94.62
1068,9.0,22022.14,3396.66,2011,129.62
1069,9.0,22232.29,47323.98,992,123.31
1070,9.0,22527.73,29549.88,1017,114.79
1071,9.0,22617.67,42492.21,461,129.32
1072,9.0,23106.7,37144.11,216,110.77
1073,9.0,23176.71,43957.89,997,121.21
1074,9.0,23779.6,35913.9,2395,122.57
1075,9.0,23850.67,53731.13,235,127.54
1076,9.0,24351.36,31053.79,2608,130.25
1077,9.0,24380.36,39937.1,1057,137.16
1078,9.0,24585.11,44020.34,905,128.83
1079,9.0,24763.37,39496.96,139,90.67
1080,9.0,24867.09,27891.67,260,139.14
1081,9.0,24981.14,41072.1,1810,116.83
1082,9.0,25739.09,35270.21,147,96.04
1083,9.0,26403.07,28056.08,1521,126.4
1084,9.0,26507.47,40015.27,1996,124.73
1085,9.0,27017.6,34956.33,1464,129.16
1086,9.0,27898.49,53563.96,751,121.11
1087,9.0,28005.78,40168.71,1464,126.11
1088,9.0,28169.55,9424.62,291,126.39
1089,9.0,28464.7,5962.53,166,117.15
1090,9.0,28858.23,48971.28,211,101.69
1091,9.0,29864.61,45530.17,565,145.37
1092,9.0,31056.13,25571.74,1845,125.27
1093,9.0,31460.03,49623.35,769,108.0
1094,9.0,31807.23,9958.66,378,142.03
1095,9.0,32223.72,42031.44,589,143.48
1096,9.0,32656.06,45434.2,160,113.6
1097,9.0,33838.13,18404.48,2479,130.03
1098,9.0,34003.26,53049.07,886,115.97
1099,9.0,35085.47,29043.46,3508,123.02
1100,9.0,35114.83,52868.35,590,134.17
1101,9.0,35167.61,31649.93,161,96.2
1102,9.0,35767.43,2355.34,1744,125.44
1103,9.0,36775.63,35579.41,289,140.5
1104,9.0,38470.54,53598.74,773,118.65
1105,9.0,39195.3,21381.15,2152,139.13
1106,9.0,40694.19,51470.26,164,76.71
1107,9.0,40921.45,53343.5,572,116.14
1108,9.0,41014.62,43231.95,189,102.51
1109,9.0,41318.31,44890.65,230,109.29
1110,9.0,41778.62,30619.07,1438,120.81
1111,9.0,42286.78,45748.08,413,136.34
1112,9.0,43541.51,26011.99,319,120.19
1113,9.0,43851.32,49107.03,882,132.39
1114,9.0,46496.69,20174.04,734,150.55
1115,9.0,46844.11,3315.57,1731,121.25
1116,9.0,47092.97,48003.1,243,101.8
1117,9.0,47141.4,25370.69,97,84.87
1118,9.0,47329.24,17535.96,887,117.75
1119,9.0,48779.72,16162.76,2404,137.89
1120,9.0,48808.95,17310.37,1470,121.35
1121,9.0,49848.09,30645.94,1904,120.23
1122,9.0,50802.42,29736.49,990,124.32
1123,9.0,50836.4,37006.12,994,144.5
1124,9.0,51113.87,27716.38,684,118.94
1125,9.0,51156.65,3777.43,287,101.23
1126,9.0,51497.7,19955.02,466,134.12
1127,9.0,51561.63,50002.31,936,111.6
1128,9.0,52259.36,50920.0,585,117.79
1129,9.0,52263.26,30402.79,232,93.07
1130,9.0,52297.23,12405.5,1725,125.2
1131,9.0,52381.79,50528.08,402,115.69
1132,9.0,52567.79,15928.81,494,129.84
1133,9.0,53219.99,35497.42,217,105.32
1134,9.0,53532.16,7285.26,1372,126.27
1135,9.0,53786.36,37571.66,601,105.54
1136,9.0,54076.04,31618.77,962,150.96
1137,9.0,54153.24,18635.62,215,121.22
1138,10.0,675.72,43728.62,159,100.81
1139,10.0,843.52,52163.6,239,118.13
1140,10.0,863.32,51480.05,438,106.59
1141,10.0,1426.49,46347.72,2156,114.83
1142,10.0,1803.58,37528.83,215,102.27
1143,10.0,2242.34,11648.05,440,123.14
1144,10.0,2603.92,54156.8,961,114.77
1145,10.0,3090.47,33090.38,352,115.15
1146,10.0,3339.49,20024.42,169,106.11
1147,10.0,3570.8,3520.98,481,137.56
1148,10.0,3582.59,13639.8,908,131.71
1149,10.0,3841.29,32111.01,502,114.16
1150,10.0,4837.79,42522.62,172,98.2
1151,10.0,5051.84,9689.21,1214,123.7
1152,10.0,5977.61,32769.79,158,88.0
1153,10.0,6258.75,6984.66,256,146.16
1154,10.0,6385.29,30246.34,345,120.18
1155,10.0,6507.33,32522.67,102,103.46
1156,10.0,7072.66,34208.52,804,102.28
1157,10.0,7172.34,20425.96,250,101.44
1158,10.0,7291.54,27436.67,251,113.44
1159,10.0,7496.26,50586.22,670,134.21
1160,10.0,7733.03,45126.44,235,115.85
1161,10.0,8058.41,44650.31,336,115.0
1162,10.0,8084.97,33593.06,497,133.71
1163,10.0,8230.7,18333.7,363,107.96
1164,10.0,8381.74,49452.34,306,100.06
1165,10.0,8636.07,15289.57,471,113.68
1166,10.0,8863.91,41503.65,405,126.04
1167,10.0,8876.38,51853.71,254,94.58
1168,10.0,9817.82,2328.48,472,127.5
1169,10.0,10120.44,33389.37,694,129.39
1170,10.0,11737.86,12062.87,173,108.81
1171,10.0,12590.69,48742.92,1306,130.23
1172,10.0,13041.11,50005.26,451,121.77
1173,10.0,13306.06,36509.97,657,117.27
1174,10.0,13680.92,48367.57,551,106.76
1175,10.0,13846.94,49671.92,769,123.51
1176,10.0,14148.5,41037.63,584,130.98
1177,10.0,14297.22,35256.38,297,115.5
1178,10.0,14809.2,35067.29,315,125.5
1179,10.0,14894.32,21494.75,209,132.83
1180,10.0,15005.12,50212.11,280,115.2
1181,10.0,15135.64,20433.31,1295,131.36
1182,10.0,15599.27,45071.23,124,111.23
1183,10.0,15772.37,44151.82,724,114.73
1184,10.0,16518.44,14825.99,358,133.19
1185,10.0,16653.12,31100.76,159,102.97
1186,10.0,17522.15,24553.31,268,128.05
1187,10.0,17627.85,49328.79,241,139.01
1188,10.0,17977.37,52519.24,744,118.79
1189,10.0,18047.54,45206.08,342,103.05
1190,10.0,18468.01,4484.73,342,144.09
1191,10.0,19448.19,52195.97,207,96.82
1192,10.0,19609.91,2107.05,199,124.75
1193,10.0,20041.89,16013.2,601,116.82
1194,10.0,20137.6,44432.17,514,122.03
1195,10.0,20995.58,43618.02,172,84.15
1196,10.0,21324.07,11736.68,1022,128.38
1197,10.0,21383.17,1716.08,2469,134.41
1198,10.0,21423.38,5733.89,1240,139.77
1199,10.0,21767.09,14995.82,277,115.8
1200,10.0,22019.95,3402.26,2254,138.51
1201,10.0,22522.09,29551.16,387,121.89
1202,10.0,23130.81,37157.58,255,123.68
1203,10.0,23170.41,43952.98,1047,131.07
1204,10.0,23778.35,35914.83,2414,122.53
1205,10.0,23841.7,53742.88,208,114.78
1206,10.0,24347.73,31052.97,2468,129.7
1207,10.0,24408.57,39918.3,1007,137.0
1208,10.0,24977.79,41073.68,1912,123.99
1209,10.0,25245.49,43374.56,1015,126.45
1210,10.0,25743.71,35262.97,202,122.13
1211,10.0,26445.4,28037.32,2584,137.31
1212,10.0,27024.99,34958.83,2066,122.66
1213,10.0,27253.45,11436.45,1237,131.98
1214,10.0,27732.72,21988.3,323,150.54
1215,10.0,28061.47,40198.34,353,129.27
1216,10.0,28147.7,9434.79,424,142.65
1217,10.0,28443.5,5962.12,165,118.06
1218,10.0,28866.97,48968.69,200,101.94
1219,10.0,31465.08,49627.63,679,111.26
1220,10.0,32230.7,42032.38,522,141.36
1221,10.0,32955.6,9973.43,668,143.6
1222,10.0,33712.23,53078.64,820,119.01
1223,10.0,34263.18,28065.79,3016,117.67
1224,10.0,34525.51,24897.07,1121,129.58
1225,10.0,35084.26,29041.52,3893,126.5
1226,10.0,35116.81,52878.78,567,128.95
1227,10.0,35172.6,31650.13,150,85.34
1228,10.0,35769.52,2346.31,2012,140.43
1229,10.0,37352.12,53438.47,166,90.86
